"LGA_2016","Local Government Areas - 2016","SEIFAINDEXTYPE","Index Type","SEIFA_MEASURE","Measure","TIME","Time","Value","Flag Codes","Flags"
"11650","Central Coast (C) (NSW)","IEO","Index of Education and Occupation","RWSD","Rank within State or Territory - Decile","2016","2016",7,,
"11650","Central Coast (C) (NSW)","IEO","Index of Education and Occupation","RWSP","Rank within State or Territory - Percentile","2016","2016",61,,
"11650","Central Coast (C) (NSW)","IEO","Index of Education and Occupation","MINS","Minimum score for SA1s in area","2016","2016",702,,
"11650","Central Coast (C) (NSW)","IEO","Index of Education and Occupation","MAXS","Maximum score for SA1s in area","2016","2016",1168,,
"11650","Central Coast (C) (NSW)","IEO","Index of Education and Occupation","URP","Usual resident population","2016","2016",327736,,
"11700","Central Darling (A)","IEO","Index of Education and Occupation","SCORE","Score","2016","2016",931,,
"11700","Central Darling (A)","IEO","Index of Education and Occupation","RWAR","Rank within Australia","2016","2016",164,,
"11700","Central Darling (A)","IEO","Index of Education and Occupation","RWAD","Rank within Australia - Decile","2016","2016",4,,
"11700","Central Darling (A)","IEO","Index of Education and Occupation","RWAP","Rank within Australia - Percentile","2016","2016",31,,
"11700","Central Darling (A)","IEO","Index of Education and Occupation","RWSR","Rank within State or Territory","2016","2016",32,,
"11700","Central Darling (A)","IEO","Index of Education and Occupation","RWSD","Rank within State or Territory - Decile","2016","2016",3,,
"11700","Central Darling (A)","IEO","Index of Education and Occupation","RWSP","Rank within State or Territory - Percentile","2016","2016",25,,
"11700","Central Darling (A)","IEO","Index of Education and Occupation","MINS","Minimum score for SA1s in area","2016","2016",784,,
"11700","Central Darling (A)","IEO","Index of Education and Occupation","MAXS","Maximum score for SA1s in area","2016","2016",1026,,
"11700","Central Darling (A)","IEO","Index of Education and Occupation","URP","Usual resident population","2016","2016",1833,,
"11720","Cessnock (C)","IEO","Index of Education and Occupation","SCORE","Score","2016","2016",879,,
"11720","Cessnock (C)","IEO","Index of Education and Occupation","RWAR","Rank within Australia","2016","2016",37,,
"11720","Cessnock (C)","IEO","Index of Education and Occupation","RWAD","Rank within Australia - Decile","2016","2016",1,,
"11720","Cessnock (C)","IEO","Index of Education and Occupation","RWAP","Rank within Australia - Percentile","2016","2016",7,,
"11720","Cessnock (C)","IEO","Index of Education and Occupation","RWSR","Rank within State or Territory","2016","2016",2,,
"11720","Cessnock (C)","IEO","Index of Education and Occupation","RWSD","Rank within State or Territory - Decile","2016","2016",1,,
"11720","Cessnock (C)","IEO","Index of Education and Occupation","RWSP","Rank within State or Territory - Percentile","2016","2016",2,,
"11720","Cessnock (C)","IEO","Index of Education and Occupation","MINS","Minimum score for SA1s in area","2016","2016",663,,
"11720","Cessnock (C)","IEO","Index of Education and Occupation","MAXS","Maximum score for SA1s in area","2016","2016",1158,,
"11720","Cessnock (C)","IEO","Index of Education and Occupation","URP","Usual resident population","2016","2016",55560,,
"11730","Clarence Valley (A)","IEO","Index of Education and Occupation","SCORE","Score","2016","2016",918,,
"11730","Clarence Valley (A)","IEO","Index of Education and Occupation","RWAR","Rank within Australia","2016","2016",110,,
"11730","Clarence Valley (A)","IEO","Index of Education and Occupation","RWAD","Rank within Australia - Decile","2016","2016",3,,
"11730","Clarence Valley (A)","IEO","Index of Education and Occupation","RWAP","Rank within Australia - Percentile","2016","2016",21,,
"11730","Clarence Valley (A)","IEO","Index of Education and Occupation","RWSR","Rank within State or Territory","2016","2016",14,,
"11730","Clarence Valley (A)","IEO","Index of Education and Occupation","RWSD","Rank within State or Territory - Decile","2016","2016",2,,
"11730","Clarence Valley (A)","IEO","Index of Education and Occupation","RWSP","Rank within State or Territory - Percentile","2016","2016",11,,
"11730","Clarence Valley (A)","IEO","Index of Education and Occupation","MINS","Minimum score for SA1s in area","2016","2016",756,,
"11730","Clarence Valley (A)","IEO","Index of Education and Occupation","MAXS","Maximum score for SA1s in area","2016","2016",1106,,
"11730","Clarence Valley (A)","IEO","Index of Education and Occupation","URP","Usual resident population","2016","2016",50671,,
"11750","Cobar (A)","IEO","Index of Education and Occupation","SCORE","Score","2016","2016",927,,
"11750","Cobar (A)","IEO","Index of Education and Occupation","RWAR","Rank within Australia","2016","2016",139,,
"11750","Cobar (A)","IEO","Index of Education and Occupation","RWAD","Rank within Australia - Decile","2016","2016",3,,
"11750","Cobar (A)","IEO","Index of Education and Occupation","RWAP","Rank within Australia - Percentile","2016","2016",26,,
"11750","Cobar (A)","IEO","Index of Education and Occupation","RWSR","Rank within State or Territory","2016","2016",26,,
"11750","Cobar (A)","IEO","Index of Education and Occupation","RWSD","Rank within State or Territory - Decile","2016","2016",2,,
"11750","Cobar (A)","IEO","Index of Education and Occupation","RWSP","Rank within State or Territory - Percentile","2016","2016",20,,
"11750","Cobar (A)","IEO","Index of Education and Occupation","MINS","Minimum score for SA1s in area","2016","2016",854,,
"11750","Cobar (A)","IEO","Index of Education and Occupation","MAXS","Maximum score for SA1s in area","2016","2016",1030,,
"11750","Cobar (A)","IEO","Index of Education and Occupation","URP","Usual resident population","2016","2016",4647,,
"11800","Coffs Harbour (C)","IEO","Index of Education and Occupation","SCORE","Score","2016","2016",960,,
"11800","Coffs Harbour (C)","IEO","Index of Education and Occupation","RWAR","Rank within Australia","2016","2016",285,,
"11800","Coffs Harbour (C)","IEO","Index of Education and Occupation","RWAD","Rank within Australia - Decile","2016","2016",6,,
"11800","Coffs Harbour (C)","IEO","Index of Education and Occupation","RWAP","Rank within Australia - Percentile","2016","2016",53,,
"11800","Coffs Harbour (C)","IEO","Index of Education and Occupation","RWSR","Rank within State or Territory","2016","2016",68,,
"11800","Coffs Harbour (C)","IEO","Index of Education and Occupation","RWSD","Rank within State or Territory - Decile","2016","2016",6,,
"11800","Coffs Harbour (C)","IEO","Index of Education and Occupation","RWSP","Rank within State or Territory - Percentile","2016","2016",52,,
"11800","Coffs Harbour (C)","IEO","Index of Education and Occupation","MINS","Minimum score for SA1s in area","2016","2016",738,,
"11800","Coffs Harbour (C)","IEO","Index of Education and Occupation","MAXS","Maximum score for SA1s in area","2016","2016",1103,,
"11800","Coffs Harbour (C)","IEO","Index of Education and Occupation","URP","Usual resident population","2016","2016",72944,,
"12000","Coolamon (A)","IEO","Index of Education and Occupation","SCORE","Score","2016","2016",965,,
"12000","Coolamon (A)","IEO","Index of Education and Occupation","RWAR","Rank within Australia","2016","2016",308,,
"12000","Coolamon (A)","IEO","Index of Education and Occupation","RWAD","Rank within Australia - Decile","2016","2016",6,,
"12000","Coolamon (A)","IEO","Index of Education and Occupation","RWAP","Rank within Australia - Percentile","2016","2016",57,,
"12000","Coolamon (A)","IEO","Index of Education and Occupation","RWSR","Rank within State or Territory","2016","2016",73,,
"12000","Coolamon (A)","IEO","Index of Education and Occupation","RWSD","Rank within State or Territory - Decile","2016","2016",6,,
"12000","Coolamon (A)","IEO","Index of Education and Occupation","RWSP","Rank within State or Territory - Percentile","2016","2016",56,,
"12000","Coolamon (A)","IEO","Index of Education and Occupation","MINS","Minimum score for SA1s in area","2016","2016",860,,
"12000","Coolamon (A)","IEO","Index of Education and Occupation","MAXS","Maximum score for SA1s in area","2016","2016",1113,,
"12000","Coolamon (A)","IEO","Index of Education and Occupation","URP","Usual resident population","2016","2016",4315,,
"12150","Coonamble (A)","IEO","Index of Education and Occupation","SCORE","Score","2016","2016",928,,
"12150","Coonamble (A)","IEO","Index of Education and Occupation","RWAR","Rank within Australia","2016","2016",142,,
"12150","Coonamble (A)","IEO","Index of Education and Occupation","RWAD","Rank within Australia - Decile","2016","2016",3,,
"12150","Coonamble (A)","IEO","Index of Education and Occupation","RWAP","Rank within Australia - Percentile","2016","2016",27,,
"12150","Coonamble (A)","IEO","Index of Education and Occupation","RWSR","Rank within State or Territory","2016","2016",28,,
"12150","Coonamble (A)","IEO","Index of Education and Occupation","RWSD","Rank within State or Territory - Decile","2016","2016",3,,
"12150","Coonamble (A)","IEO","Index of Education and Occupation","RWSP","Rank within State or Territory - Percentile","2016","2016",22,,
"12150","Coonamble (A)","IEO","Index of Education and Occupation","MINS","Minimum score for SA1s in area","2016","2016",805,,
"12150","Coonamble (A)","IEO","Index of Education and Occupation","MAXS","Maximum score for SA1s in area","2016","2016",1122,,
"12150","Coonamble (A)","IEO","Index of Education and Occupation","URP","Usual resident population","2016","2016",3918,,
"12350","Cowra (A)","IEO","Index of Education and Occupation","SCORE","Score","2016","2016",915,,
"12350","Cowra (A)","IEO","Index of Education and Occupation","RWAR","Rank within Australia","2016","2016",96,,
"12350","Cowra (A)","IEO","Index of Education and Occupation","RWAD","Rank within Australia - Decile","2016","2016",2,,
"12350","Cowra (A)","IEO","Index of Education and Occupation","RWAP","Rank within Australia - Percentile","2016","2016",18,,
"12350","Cowra (A)","IEO","Index of Education and Occupation","RWSR","Rank within State or Territory","2016","2016",11,,
"12350","Cowra (A)","IEO","Index of Education and Occupation","RWSD","Rank within State or Territory - Decile","2016","2016",1,,
"12350","Cowra (A)","IEO","Index of Education and Occupation","RWSP","Rank within State or Territory - Percentile","2016","2016",9,,
"12350","Cowra (A)","IEO","Index of Education and Occupation","MINS","Minimum score for SA1s in area","2016","2016",723,,
"12350","Cowra (A)","IEO","Index of Education and Occupation","MAXS","Maximum score for SA1s in area","2016","2016",1068,,
"12350","Cowra (A)","IEO","Index of Education and Occupation","URP","Usual resident population","2016","2016",12460,,
"12380","Cumberland (A)","IEO","Index of Education and Occupation","SCORE","Score","2016","2016",963,,
"12380","Cumberland (A)","IEO","Index of Education and Occupation","RWAR","Rank within Australia","2016","2016",300,,
"12380","Cumberland (A)","IEO","Index of Education and Occupation","RWAD","Rank within Australia - Decile","2016","2016",6,,
"12380","Cumberland (A)","IEO","Index of Education and Occupation","RWAP","Rank within Australia - Percentile","2016","2016",55,,
"12380","Cumberland (A)","IEO","Index of Education and Occupation","RWSR","Rank within State or Territory","2016","2016",70,,
"12380","Cumberland (A)","IEO","Index of Education and Occupation","RWSD","Rank within State or Territory - Decile","2016","2016",6,,
"12380","Cumberland (A)","IEO","Index of Education and Occupation","RWSP","Rank within State or Territory - Percentile","2016","2016",54,,
"12380","Cumberland (A)","IEO","Index of Education and Occupation","MINS","Minimum score for SA1s in area","2016","2016",778,,
"12380","Cumberland (A)","IEO","Index of Education and Occupation","MAXS","Maximum score for SA1s in area","2016","2016",1152,,
"12380","Cumberland (A)","IEO","Index of Education and Occupation","URP","Usual resident population","2016","2016",216079,,
"12700","Dungog (A)","IEO","Index of Education and Occupation","SCORE","Score","2016","2016",959,,
"12700","Dungog (A)","IEO","Index of Education and Occupation","RWAR","Rank within Australia","2016","2016",280,,
"12700","Dungog (A)","IEO","Index of Education and Occupation","RWAD","Rank within Australia - Decile","2016","2016",6,,
"12700","Dungog (A)","IEO","Index of Education and Occupation","RWAP","Rank within Australia - Percentile","2016","2016",52,,
"12700","Dungog (A)","IEO","Index of Education and Occupation","RWSR","Rank within State or Territory","2016","2016",66,,
"12700","Dungog (A)","IEO","Index of Education and Occupation","RWSD","Rank within State or Territory - Decile","2016","2016",6,,
"12700","Dungog (A)","IEO","Index of Education and Occupation","RWSP","Rank within State or Territory - Percentile","2016","2016",51,,
"12700","Dungog (A)","IEO","Index of Education and Occupation","MINS","Minimum score for SA1s in area","2016","2016",862,,
"12700","Dungog (A)","IEO","Index of Education and Occupation","MAXS","Maximum score for SA1s in area","2016","2016",1055,,
